ano,mes,tipo,valor_100_milhoes_kwh,valor_twh,publicacao,url,arquivo_fonte,trecho_original
2018,2,acumulado,10552.0,1055.2,2018-03-20,https://www.nea.gov.cn/2018-03/20/c_137052579.htm,fontes_html/fcd7fce0b0bdc2a0d0f3.html,1-2月，全国全社会用电量累计10552亿千瓦时
2017,12,anual,63077.0,6307.7,2018-01-22,https://www.nea.gov.cn/2018-01/22/c_136914159.htm,fontes_html/0d954998bf1a8f556006.html,2017年，全社会用电量63077亿千瓦时
2017,11,mensal,5310.0,531.0,2017-12-15,https://www.nea.gov.cn/2017-12/15/c_136828885.htm,fontes_html/4fb4658685c917be9874.html,11月份，全社会用电量5310亿千瓦时
2017,11,acumulado,57331.0,5733.1,2017-12-15,https://www.nea.gov.cn/2017-12/15/c_136828885.htm,fontes_html/4fb4658685c917be9874.html,1-11月，全社会用电量累计57331亿千瓦时
2017,9,mensal,5317.0,531.7,2017-10-13,https://www.nea.gov.cn/2017-10/13/c_136677416.htm,fontes_html/c534699f473b9f2f4737.html,9月份，全社会用电量5317亿千瓦时
2017,9,acumulado,46888.0,4688.8,2017-10-13,https://www.nea.gov.cn/2017-10/13/c_136677416.htm,fontes_html/c534699f473b9f2f4737.html,1-9月，全社会用电量累计46888亿千瓦时
2017,8,mensal,5991.0,599.1,2017-09-15,https://www.nea.gov.cn/2017-09/15/c_136612766.htm,fontes_html/5073387c8e57caea6d5a.html,8月份，全社会用电量5991亿千瓦时
2017,8,acumulado,41571.0,4157.1,2017-09-15,https://www.nea.gov.cn/2017-09/15/c_136612766.htm,fontes_html/5073387c8e57caea6d5a.html,1-8月，全社会用电量累计41571亿千瓦时
2017,7,mensal,6072.0,607.2,2017-08-15,https://www.nea.gov.cn/2017-08/15/c_136527396.htm,fontes_html/83a6f8817c04f07136b9.html,7月份，全社会用电量6072亿千瓦时
2017,7,acumulado,35578.0,3557.8,2017-08-15,https://www.nea.gov.cn/2017-08/15/c_136527396.htm,fontes_html/83a6f8817c04f07136b9.html,1~7月，全社会用电量累计35578亿千瓦时
2017,5,mensal,4968.0,496.8,2017-06-14,https://www.nea.gov.cn/2017-06/14/c_136365269.htm,fontes_html/bc5770e7f8fa31107815.html,5月份，全社会用电量4968亿千瓦时
2017,5,acumulado,24263.0,2426.3,2017-06-14,https://www.nea.gov.cn/2017-06/14/c_136365269.htm,fontes_html/bc5770e7f8fa31107815.html,1-5月，全社会用电量累计24263亿千瓦时
2017,4,mensal,4847.0,484.7,2017-05-12,https://www.nea.gov.cn/2017-05/12/c_136275968.htm,fontes_html/15150c8ba9f02d9d3b59.html,4月份，全社会用电量4847亿千瓦时
2017,4,acumulado,19309.0,1930.9,2017-05-12,https://www.nea.gov.cn/2017-05/12/c_136275968.htm,fontes_html/15150c8ba9f02d9d3b59.html,1-4月，全社会用电量累计19309亿千瓦时
2017,3,mensal,5139.0,513.9,2017-04-14,https://www.nea.gov.cn/2017-04/14/c_136209280.htm,fontes_html/2f1bbb1227902f718f06.html,3月份，全社会用电量5139亿千瓦时
2017,3,acumulado,14461.0,1446.1,2017-04-14,https://www.nea.gov.cn/2017-04/14/c_136209280.htm,fontes_html/2f1bbb1227902f718f06.html,1-3月，全社会用电量累计14461亿千瓦时
2017,2,mensal,4488.0,448.8,2017-03-17,https://www.nea.gov.cn/2017-03/17/c_136136326.htm,fontes_html/535ec3670e8c20d0d8c2.html,2月份，全社会用电量4488亿千瓦时
2017,2,acumulado,9356.0,935.6,2017-03-17,https://www.nea.gov.cn/2017-03/17/c_136136326.htm,fontes_html/535ec3670e8c20d0d8c2.html,1-2月，全国全社会用电量累计9356亿千瓦时
2016,12,anual,59198.0,5919.8,2017-01-16,https://www.nea.gov.cn/2017-01/16/c_135986964.htm,fontes_html/9582067d3ae6c490a58b.html,2016年，全社会用电量59198亿千瓦时
2016,11,mensal,5072.0,507.2,2016-12-15,https://www.nea.gov.cn/2016-12/15/c_135907156.htm,fontes_html/67a13990bc591d0305b3.html,11月份，全社会用电量5072亿千瓦时
2016,11,acumulado,53847.0,5384.7,2016-12-15,https://www.nea.gov.cn/2016-12/15/c_135907156.htm,fontes_html/67a13990bc591d0305b3.html,1-11月，全国全社会用电量累计53847亿千瓦时
2016,10,mensal,4890.0,489.0,2016-11-16,https://www.nea.gov.cn/2016-11/16/c_135834653.htm,fontes_html/150a4283bcffead78ae6.html,10月份，全社会用电量4890亿千瓦时
2016,10,acumulado,48776.0,4877.6,2016-11-16,https://www.nea.gov.cn/2016-11/16/c_135834653.htm,fontes_html/150a4283bcffead78ae6.html,1-10月，全国全社会用电量累计48776亿千瓦时
2016,9,mensal,4965.0,496.5,2016-10-17,https://www.nea.gov.cn/2016-10/17/c_135760946.htm,fontes_html/26bff2005de7de71598b.html,9月份，全社会用电量4965亿千瓦时
2016,9,acumulado,43885.0,4388.5,2016-10-17,https://www.nea.gov.cn/2016-10/17/c_135760946.htm,fontes_html/26bff2005de7de71598b.html,1-9月，全国全社会用电量累计43885亿千瓦时
2016,8,mensal,5631.0,563.1,2016-09-18,https://www.nea.gov.cn/2016-09/18/c_135694559.htm,fontes_html/18a9aac7d79ee7d56629.html,8月份，全社会用电量5631亿千瓦时
2016,8,acumulado,38920.0,3892.0,2016-09-18,https://www.nea.gov.cn/2016-09/18/c_135694559.htm,fontes_html/18a9aac7d79ee7d56629.html,1-8月，全国全社会用电量累计38920亿千瓦时
2016,7,mensal,5523.0,552.3,2016-08-16,https://www.nea.gov.cn/2016-08/16/c_135604054.htm,fontes_html/a210ac7cd9c065a70b54.html,7月份，全社会用电量5523亿千瓦时
2016,7,acumulado,33289.0,3328.9,2016-08-16,https://www.nea.gov.cn/2016-08/16/c_135604054.htm,fontes_html/a210ac7cd9c065a70b54.html,1-7月，全国全社会用电量累计33289亿千瓦时
2016,6,mensal,4925.0,492.5,2016-07-15,https://www.nea.gov.cn/2016-07/15/c_135516219.htm,fontes_html/edf013b40c4ed8427132.html,6月份，用电量4925亿千瓦时
2016,6,acumulado,27759.0,2775.9,2016-07-15,https://www.nea.gov.cn/2016-07/15/c_135516219.htm,fontes_html/edf013b40c4ed8427132.html,1-6月，全国全社会用电量累计27759亿千瓦时
2016,5,mensal,4730.0,473.0,2016-06-15,https://www.nea.gov.cn/2016-06/15/c_135439051.htm,fontes_html/7ccd2078c6f695774c89.html,5月份，全社会用电量4730亿千瓦时
2016,5,acumulado,22824.0,2282.4,2016-06-15,https://www.nea.gov.cn/2016-06/15/c_135439051.htm,fontes_html/7ccd2078c6f695774c89.html,1-5月，全国全社会用电量累计22824亿千瓦时
2016,4,mensal,4569.0,456.9,2016-05-18,https://www.nea.gov.cn/2016-05/18/c_135367992.htm,fontes_html/88b27bb9fa73a345c225.html,4月份，全社会用电量4569亿千瓦时
2016,4,acumulado,18093.0,1809.3,2016-05-18,https://www.nea.gov.cn/2016-05/18/c_135367992.htm,fontes_html/88b27bb9fa73a345c225.html,1-4月，全国全社会用电量累计18093亿千瓦时
2016,3,mensal,4762.0,476.2,2016-04-15,https://www.nea.gov.cn/2016-04/15/c_135282340.htm,fontes_html/a85bd80fa46a444e8177.html,3月份，全社会用电量4762亿千瓦时
2016,3,acumulado,13524.0,1352.4,2016-04-15,https://www.nea.gov.cn/2016-04/15/c_135282340.htm,fontes_html/a85bd80fa46a444e8177.html,1-3月，全国全社会用电量累计13524亿千瓦时
2016,2,mensal,3812.0,381.2,2016-03-16,https://www.nea.gov.cn/2016-03/16/c_135194541.htm,fontes_html/3eb3de571554ce24124a.html,2月份，全社会用电量3812亿千瓦时
2016,2,acumulado,8762.0,876.2,2016-03-16,https://www.nea.gov.cn/2016-03/16/c_135194541.htm,fontes_html/3eb3de571554ce24124a.html,1-2月，全国全社会用电量累计8762亿千瓦时
2015,11,mensal,4658.0,465.8,2015-12-16,https://www.nea.gov.cn/2015-12/16/c_134923765.htm,fontes_html/f0ef7a24a2c4f7dd9189.html,11月份，全社会用电量4658亿千瓦时
2015,11,acumulado,50493.0,5049.3,2015-12-16,https://www.nea.gov.cn/2015-12/16/c_134923765.htm,fontes_html/f0ef7a24a2c4f7dd9189.html,1-11月，全国全社会用电量累计50493亿千瓦时
2015,10,mensal,4491.0,449.1,2015-11-16,https://www.nea.gov.cn/2015-11/16/c_134821470.htm,fontes_html/ad08e7de035ff3e42cd8.html,10月份，全社会用电量4491亿千瓦时
2015,10,acumulado,45835.0,4583.5,2015-11-16,https://www.nea.gov.cn/2015-11/16/c_134821470.htm,fontes_html/ad08e7de035ff3e42cd8.html,1-10月，全国全社会用电量累计45835亿千瓦时
2015,9,mensal,4563.0,456.3,2015-10-19,https://www.nea.gov.cn/2015-10/19/c_134727170.htm,fontes_html/c3166782f7dfe850af19.html,9月份，全社会用电量4563亿千瓦时
2015,9,acumulado,41344.0,4134.4,2015-10-19,https://www.nea.gov.cn/2015-10/19/c_134727170.htm,fontes_html/c3166782f7dfe850af19.html,1-9月，全国全社会用电量累计41344亿千瓦时
2015,8,mensal,5124.0,512.4,2015-09-15,https://www.nea.gov.cn/2015-09/15/c_134625502.htm,fontes_html/e79ac375bb0c51eccd9f.html,8月份，全社会用电量5124亿千瓦时
2015,8,acumulado,36780.0,3678.0,2015-09-15,https://www.nea.gov.cn/2015-09/15/c_134625502.htm,fontes_html/e79ac375bb0c51eccd9f.html,1-8月，全国全社会用电量累计36780亿千瓦时
2015,7,mensal,5034.0,503.4,2015-08-14,https://www.nea.gov.cn/2015-08/14/c_134517626.htm,fontes_html/2b479d5c8838c3eba908.html,7月份，全社会用电量5034亿千瓦时
2015,7,acumulado,31668.0,3166.8,2015-08-14,https://www.nea.gov.cn/2015-08/14/c_134517626.htm,fontes_html/2b479d5c8838c3eba908.html,1-7月，全国全社会用电量累计31668亿千瓦时
2015,6,mensal,4723.0,472.3,2015-07-15,https://www.nea.gov.cn/2015-07/15/c_134414315.htm,fontes_html/83e5acc71745a3cddae0.html,6月份，全社会用电量4723亿千瓦时
2015,6,acumulado,26624.0,2662.4,2015-07-15,https://www.nea.gov.cn/2015-07/15/c_134414315.htm,fontes_html/83e5acc71745a3cddae0.html,1-6月，全国全社会用电量累计26624亿千瓦时
2015,5,mensal,4567.0,456.7,2015-06-15,https://www.nea.gov.cn/2015-06/15/c_134328029.htm,fontes_html/bff437272c76827de474.html,5月份，全社会用电量4567亿千瓦时
2015,5,acumulado,21889.0,2188.9,2015-06-15,https://www.nea.gov.cn/2015-06/15/c_134328029.htm,fontes_html/bff437272c76827de474.html,1-5月，全国全社会用电量累计21889亿千瓦时
2015,4,mensal,4415.0,441.5,2015-05-14,https://www.nea.gov.cn/2015-05/14/c_134239299.htm,fontes_html/949c8d484a5fc11fbae5.html,4月份，全社会用电量4415亿千瓦时
2015,4,acumulado,17316.0,1731.6,2015-05-14,https://www.nea.gov.cn/2015-05/14/c_134239299.htm,fontes_html/949c8d484a5fc11fbae5.html,1-4月，全国全社会用电量累计17316亿千瓦时
2015,3,mensal,4448.0,444.8,2015-04-16,https://www.nea.gov.cn/2015-04/16/c_134155763.htm,fontes_html/aebbb656ea75931a6cb0.html,3月份，全社会用电量4448亿千瓦时
2015,3,acumulado,12901.0,1290.1,2015-04-16,https://www.nea.gov.cn/2015-04/16/c_134155763.htm,fontes_html/aebbb656ea75931a6cb0.html,1-3月，全国全社会用电量累计12901亿千瓦时
2015,2,mensal,3595.0,359.5,2015-03-16,https://www.nea.gov.cn/2015-03/16/c_134070233.htm,fontes_html/00f143f9950b10cf5a38.html,2月份，全社会用电量3595亿千瓦时
2015,2,acumulado,8454.0,845.4,2015-03-16,https://www.nea.gov.cn/2015-03/16/c_134070233.htm,fontes_html/00f143f9950b10cf5a38.html,1-2月，全国全社会用电量累计8454亿千瓦时
2024,11,mensal,7849.0,784.9,2024-12-19,https://www.nea.gov.cn/20241219/4130c6eff80341cca0b06da153624bfa/c.html,fontes_html/5f55438eb59807959e9d.html,11月份，全社会用电量7849亿千瓦时
2024,11,acumulado,89686.0,8968.6,2024-12-19,https://www.nea.gov.cn/20241219/4130c6eff80341cca0b06da153624bfa/c.html,fontes_html/5f55438eb59807959e9d.html,1～11月，全社会用电量累计89686亿千瓦时
2024,12,anual,98521.0,9852.1,2025-01-20,https://www.nea.gov.cn/20250120/4f7f249bac714e7693adecac996d742f/c.html,fontes_html/5330fb613f2309a3c9b6.html,2024年，全社会用电量98521亿千瓦时
2017,6,mensal,5244.0,524.4,2017-07-13,https://www.nea.gov.cn/2017-07/13/c_136441228.htm,fontes_html/87d5ba0c3488188d6a97.html,6月份，全社会用电量5244亿千瓦时
2017,6,acumulado,29508.0,2950.8,2017-07-13,https://www.nea.gov.cn/2017-07/13/c_136441228.htm,fontes_html/87d5ba0c3488188d6a97.html,1-6月，全社会用电量累计29508亿千瓦时
2017,10,mensal,5130.0,513.0,2017-11-14,https://www.nea.gov.cn/2017-11/14/c_136751789.htm,fontes_html/0b4c750ed3afb895107f.html,10月份，全社会用电量5130亿千瓦时
2017,10,acumulado,52018.0,5201.8,2017-11-14,https://www.nea.gov.cn/2017-11/14/c_136751789.htm,fontes_html/0b4c750ed3afb895107f.html,1-10月，全社会用电量累计52018亿千瓦时
2015,12,anual,55500.0,5550.0,2016-01-15,https://www.nea.gov.cn/2016-01/15/c_135013789.htm,fontes_html/9edb6f021627a8a96db6.html,2015年，全社会用电量55500亿千瓦时
2022,4,mensal,6362.0,636.2,2022-05-16,https://www.nea.gov.cn/2022-05/16/c_1310594831.htm,fontes_html/a4d28ce035294546bac4.html,4月份，全社会用电量6362亿千瓦时
2022,4,acumulado,26809.0,2680.9,2022-05-16,https://www.nea.gov.cn/2022-05/16/c_1310594831.htm,fontes_html/a4d28ce035294546bac4.html,1~4月，全社会用电量累计26809亿千瓦时
2023,5,mensal,7222.0,722.2,2023-06-16,https://obor.nea.gov.cn/detail/19346.html,fontes_html/2e6389e23b0e6a769c33.html,5月份，全社会用电量7222亿千瓦时
2023,5,acumulado,35325.0,3532.5,2023-06-16,https://obor.nea.gov.cn/detail/19346.html,fontes_html/2e6389e23b0e6a769c33.html,今年1至5月，全社会用电量累计35325亿千瓦时
